FID,camera_id,Subcl_Veg,SUM_Shape_
1196,NC1012,"2.B Temperate & Boreal Grassland & Shrubland,Herb",9959.10903
1197,NC1012,"7.A Woody Agricultural Vegetation,Tree",1808.763367
1198,NC1012,"7.C Herbaceous & Woody Developed Vegetation,Herb",3569.499631
1199,NC1012,"7.C Herbaceous & Woody Developed Vegetation,Shrub",1476.342773
1200,NC1012,"7.C Herbaceous & Woody Developed Vegetation,Tree",25684.36291
1201,NC1012,"Developed-Low Intensity,Developed",899.9999999
1202,NC1012,"Developed-Roads,Developed",67216.97725
1203,NC1012,"Open Water,Water",11.65709576
1204,NC1017,"1.B Temperate & Boreal Forest & Woodland,Tree",611369.2841
1205,NC1017,"2.B Temperate & Boreal Grassland & Shrubland,Herb",1300.703051
1206,NC1017,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",1800
1207,NC1017,"7.A Woody Agricultural Vegetation,Tree",16068.44064
1208,NC1017,"7.B Herbaceous Agricultural Vegetation,Herb",10258.9473
1209,NC1017,"7.C Herbaceous & Woody Developed Vegetation,Herb",3985.905276
1210,NC1017,"7.C Herbaceous & Woody Developed Vegetation,Shrub",1800
1211,NC1017,"7.C Herbaceous & Woody Developed Vegetation,Tree",56019.14119
1212,NC1017,"Developed-High Intensity,Developed",1800
1213,NC1017,"Developed-Low Intensity,Developed",33176.27812
1214,NC1017,"Developed-Medium Intensity,Developed",6324.554443
1215,NC1017,"Developed-Roads,Developed",28639.23177
1216,NC1028,"1.B Temperate & Boreal Forest & Woodland,Tree",455674.0451
1217,NC1028,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",1800
1218,NC1028,"7.C Herbaceous & Woody Developed Vegetation,Herb",35118.64069
1219,NC1028,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6452.441126
1220,NC1028,"7.C Herbaceous & Woody Developed Vegetation,Tree",93655.9806
1221,NC1028,"Developed-Low Intensity,Developed",96750.40489
1222,NC1028,"Developed-Medium Intensity,Developed",2.688971215
1223,NC1028,"Developed-Roads,Developed",83088.28457
1224,NC1033,"1.B Temperate & Boreal Forest & Woodland,Tree",633954.8801
1225,NC1033,"2.B Temperate & Boreal Grassland & Shrubland,Herb",12195.98182
1226,NC1033,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",3600
1227,NC1033,"2.C Shrub & Herb Wetland,Herb",900
1228,NC1033,"7.A Woody Agricultural Vegetation,Tree",4194.212613
1229,NC1033,"7.C Herbaceous & Woody Developed Vegetation,Herb",29649.46175
1230,NC1033,"7.C Herbaceous & Woody Developed Vegetation,Shrub",900
1231,NC1033,"7.C Herbaceous & Woody Developed Vegetation,Tree",37289.52952
1232,NC1033,"Developed-Low Intensity,Developed",18877.39389
1233,NC1033,"Developed-Medium Intensity,Developed",899.9999999
1234,NC1033,"Developed-Roads,Developed",30081.02623
1235,NC1040,"1.B Temperate & Boreal Forest & Woodland,Tree",367408.225
1236,NC1040,"2.B Temperate & Boreal Grassland & Shrubland,Herb",2376.342774
1237,NC1040,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",1800
1238,NC1040,"2.C Shrub & Herb Wetland,Tree",1476.342773
1239,NC1040,"7.A Woody Agricultural Vegetation,Tree",12902.08385
1240,NC1040,"7.B Herbaceous Agricultural Vegetation,Herb",10258.9473
1241,NC1040,"7.C Herbaceous & Woody Developed Vegetation,Herb",46662.46362
1242,NC1040,"7.C Herbaceous & Woody Developed Vegetation,Shrub",7403.334141
1243,NC1040,"7.C Herbaceous & Woody Developed Vegetation,Tree",139334.6816
1244,NC1040,"Developed-High Intensity,Developed",1800
1245,NC1040,"Developed-Low Intensity,Developed",95423.02575
1246,NC1040,"Developed-Medium Intensity,Developed",6324.554443
1247,NC1040,"Developed-Roads,Developed",79372.48465
1248,NC1044,"1.B Temperate & Boreal Forest & Woodland,Tree",473299.0183
1249,NC1044,"2.C Shrub & Herb Wetland,Herb",28010.53662
1250,NC1044,"2.C Shrub & Herb Wetland,Tree",900
1251,NC1044,"7.A Woody Agricultural Vegetation,Tree",14098.59358
1252,NC1044,"7.C Herbaceous & Woody Developed Vegetation,Herb",2700
1253,NC1044,"7.C Herbaceous & Woody Developed Vegetation,Shrub",900
1254,NC1044,"7.C Herbaceous & Woody Developed Vegetation,Tree",150066.5485
1255,NC1044,"Developed-Low Intensity,Developed",10371.06253
1256,NC1044,"Developed-Roads,Developed",48405.77235
1257,NC1044,"Open Water,Water",43790.95403
1258,NC1049,"1.B Temperate & Boreal Forest & Woodland,Tree",73438.89603
1259,NC1049,"2.B Temperate & Boreal Grassland & Shrubland,Herb",4345.3125
1260,NC1049,"7.C Herbaceous & Woody Developed Vegetation,Herb",259710.7985
1261,NC1049,"7.C Herbaceous & Woody Developed Vegetation,Shrub",18068.18532
1262,NC1049,"7.C Herbaceous & Woody Developed Vegetation,Tree",235749.2884
1263,NC1049,"Developed-High Intensity,Developed",11374.28344
1264,NC1049,"Developed-Low Intensity,Developed",86167.57277
1265,NC1049,"Developed-Medium Intensity,Developed",28308.55268
1266,NC1049,"Developed-Roads,Developed",55379.59632
1267,NC1056,"1.B Temperate & Boreal Forest & Woodland,Tree",196934.7841
1268,NC1056,"2.B Temperate & Boreal Grassland & Shrubland,Herb",3600
1269,NC1056,"2.C Shrub & Herb Wetland,Herb",1800
1270,NC1056,"7.A Woody Agricultural Vegetation,Tree",900
1271,NC1056,"7.C Herbaceous & Woody Developed Vegetation,Herb",42920.48267
1272,NC1056,"7.C Herbaceous & Woody Developed Vegetation,Shrub",10020.25246
1273,NC1056,"7.C Herbaceous & Woody Developed Vegetation,Tree",353420.3702
1274,NC1056,"Developed-Low Intensity,Developed",43252.10808
1275,NC1056,"Developed-Medium Intensity,Developed",4604.131826
1276,NC1056,"Developed-Roads,Developed",76286.03453
1277,NC1056,"Open Water,Water",38804.32206
1278,NC1065,"1.B Temperate & Boreal Forest & Woodland,Tree",536136.3962
1279,NC1065,"2.B Temperate & Boreal Grassland & Shrubland,Herb",31267.62735
1280,NC1065,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",4895.761872
1281,NC1065,"7.A Woody Agricultural Vegetation,Tree",1643.729349
1282,NC1065,"7.B Herbaceous Agricultural Vegetation,Herb",900
1283,NC1065,"7.C Herbaceous & Woody Developed Vegetation,Herb",26266.10859
1284,NC1065,"7.C Herbaceous & Woody Developed Vegetation,Shrub",7776.342773
1285,NC1065,"7.C Herbaceous & Woody Developed Vegetation,Tree",58196.60012
1286,NC1065,"Developed-Low Intensity,Developed",13046.29641
1287,NC1065,"Developed-Roads,Developed",83501.60129
1288,NC1065,"Open Water,Water",8912.021989
1289,NC1076,"1.B Temperate & Boreal Forest & Woodland,Tree",583253.131
1290,NC1076,"2.B Temperate & Boreal Grassland & Shrubland,Herb",27173.57439
1291,NC1076,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",1800
1292,NC1076,"2.C Shrub & Herb Wetland,Herb",900
1293,NC1076,"7.A Woody Agricultural Vegetation,Tree",5940.019731
1294,NC1076,"7.C Herbaceous & Woody Developed Vegetation,Herb",6663.807176
1295,NC1076,"7.C Herbaceous & Woody Developed Vegetation,Shrub",3255.17257
1296,NC1076,"7.C Herbaceous & Woody Developed Vegetation,Tree",39068.49163
1297,NC1076,"Developed-Low Intensity,Developed",2700
1298,NC1076,"Developed-Roads,Developed",91231.80722
1299,NC1076,"Open Water,Water",10556.48224
1300,NC1081,"1.B Temperate & Boreal Forest & Woodland,Tree",685167.4633
1301,NC1081,"2.B Temperate & Boreal Grassland & Shrubland,Herb",79.55605338
1302,NC1081,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",1685.598214
1303,NC1081,"7.A Woody Agricultural Vegetation,Tree",16010.23702
1304,NC1081,"7.B Herbaceous Agricultural Vegetation,Herb",10258.9473
1305,NC1081,"7.C Herbaceous & Woody Developed Vegetation,Herb",71.68289241
1306,NC1081,"7.C Herbaceous & Woody Developed Vegetation,Tree",28800
1307,NC1081,"Developed-Low Intensity,Developed",4132.694924
1308,NC1081,"Developed-Medium Intensity,Developed",900
1309,NC1081,"Developed-Roads,Developed",25436.30622
1310,NC1092,"1.B Temperate & Boreal Forest & Woodland,Tree",661104.147
1311,NC1092,"2.B Temperate & Boreal Grassland & Shrubland,Herb",679.6062759
1312,NC1092,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",6972.037075
1313,NC1092,"7.C Herbaceous & Woody Developed Vegetation,Herb",6773.376555
1314,NC1092,"7.C Herbaceous & Woody Developed Vegetation,Shrub",2700
1315,NC1092,"7.C Herbaceous & Woody Developed Vegetation,Tree",31198.23646
1316,NC1092,"Developed-Low Intensity,Developed",21952.28448
1317,NC1092,"Developed-Roads,Developed",41162.79811
1318,NC1097,"1.B Temperate & Boreal Forest & Woodland,Tree",615071.8641
1319,NC1097,"2.B Temperate & Boreal Grassland & Shrubland,Herb",9000
1320,NC1097,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",3318.598938
1321,NC1097,"2.C Shrub & Herb Wetland,Herb",1800
1322,NC1097,"7.A Woody Agricultural Vegetation,Tree",7188.024714
1323,NC1097,"7.B Herbaceous Agricultural Vegetation,Herb",1214.868439
1324,NC1097,"7.C Herbaceous & Woody Developed Vegetation,Herb",6176.823649
1325,NC1097,"7.C Herbaceous & Woody Developed Vegetation,Shrub",7592.006085
1326,NC1097,"7.C Herbaceous & Woody Developed Vegetation,Tree",76679.78017
1327,NC1097,"Developed-Low Intensity,Developed",14959.72616
1328,NC1097,"Developed-Medium Intensity,Developed",1800
1329,NC1097,"Developed-Roads,Developed",27740.79367
1330,NC1100,"1.B Temperate & Boreal Forest & Woodland,Tree",272882.125
1331,NC1100,"2.B Temperate & Boreal Grassland & Shrubland,Herb",3914.817417
1332,NC1100,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",37.55611785
1333,NC1100,"2.C Shrub & Herb Wetland,Herb",4500
1334,NC1100,"2.C Shrub & Herb Wetland,Tree",3149.82888
1335,NC1100,"7.A Woody Agricultural Vegetation,Tree",6542.770386
1336,NC1100,"7.C Herbaceous & Woody Developed Vegetation,Herb",122621.8258
1337,NC1100,"7.C Herbaceous & Woody Developed Vegetation,Shrub",17617.65888
1338,NC1100,"7.C Herbaceous & Woody Developed Vegetation,Tree",94128.31573
1339,NC1100,"Developed-High Intensity,Developed",13045.80038
1340,NC1100,"Developed-Low Intensity,Developed",140981.3295
1341,NC1100,"Developed-Medium Intensity,Developed",40152.02451
1342,NC1100,"Developed-Roads,Developed",46668.43336
1343,NC1100,"Open Water,Water",6300
1344,NC1104,"1.B Temperate & Boreal Forest & Woodland,Tree",440196.6853
1345,NC1104,"2.B Temperate & Boreal Grassland & Shrubland,Herb",3611.123657
1346,NC1104,"2.C Shrub & Herb Wetland,Herb",3600
1347,NC1104,"7.A Woody Agricultural Vegetation,Tree",576.3427734
1348,NC1104,"7.B Herbaceous Agricultural Vegetation,Agriculture",1800
1349,NC1104,"7.C Herbaceous & Woody Developed Vegetation,Herb",9223.740332
1350,NC1104,"7.C Herbaceous & Woody Developed Vegetation,Shrub",8063.27624
1351,NC1104,"7.C Herbaceous & Woody Developed Vegetation,Tree",165228.5462
1352,NC1104,"Developed-Low Intensity,Developed",38956.69208
1353,NC1104,"Developed-Medium Intensity,Developed",4175.886439
1354,NC1104,"Developed-Roads,Developed",61378.67407
1355,NC1104,"Open Water,Water",35731.51888
1356,NC1113,"1.B Temperate & Boreal Forest & Woodland,Tree",551526.9939
1357,NC1113,"2.B Temperate & Boreal Grassland & Shrubland,Herb",1800.681221
1358,NC1113,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",2412.136951
1359,NC1113,"7.C Herbaceous & Woody Developed Vegetation,Herb",82266.33229
1360,NC1113,"7.C Herbaceous & Woody Developed Vegetation,Shrub",11560.7403
1361,NC1113,"7.C Herbaceous & Woody Developed Vegetation,Tree",45573.62372
1362,NC1113,"Developed-Low Intensity,Developed",36399.78386
1363,NC1113,"Developed-Medium Intensity,Developed",899.9999999
1364,NC1113,"Developed-Roads,Developed",40102.19367
1365,NC1120,"1.B Temperate & Boreal Forest & Woodland,Tree",546686.7263
1366,NC1120,"2.B Temperate & Boreal Grassland & Shrubland,Herb",4814.817417
1367,NC1120,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",7200
1368,NC1120,"2.C Shrub & Herb Wetland,Herb",4500
1369,NC1120,"2.C Shrub & Herb Wetland,Tree",3149.82888
1370,NC1120,"7.A Woody Agricultural Vegetation,Tree",6542.770386
1371,NC1120,"7.C Herbaceous & Woody Developed Vegetation,Herb",25391.73248
1372,NC1120,"7.C Herbaceous & Woody Developed Vegetation,Shrub",4767.333028
1373,NC1120,"7.C Herbaceous & Woody Developed Vegetation,Tree",66603.01995
1374,NC1120,"Developed-Low Intensity,Developed",36200.87122
1375,NC1120,"Developed-Medium Intensity,Developed",4803.438021
1376,NC1120,"Developed-Roads,Developed",55581.94824
1377,NC1120,"Open Water,Water",6300
1378,NC1129,"1.B Temperate & Boreal Forest & Woodland,Tree",695678.4852
1379,NC1129,"2.B Temperate & Boreal Grassland & Shrubland,Herb",2524.774175
1380,NC1129,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",2558.445343
1381,NC1129,"7.C Herbaceous & Woody Developed Vegetation,Herb",15143.59444
1382,NC1129,"7.C Herbaceous & Woody Developed Vegetation,Shrub",531.8997481
1383,NC1129,"7.C Herbaceous & Woody Developed Vegetation,Tree",27824.48126
1384,NC1129,"Developed-Low Intensity,Developed",16296.52528
1385,NC1129,"Developed-Medium Intensity,Developed",900
1386,NC1129,"Developed-Roads,Developed",11084.2805
1387,NC1140,"1.B Temperate & Boreal Forest & Woodland,Tree",704065.8743
1388,NC1140,"7.C Herbaceous & Woody Developed Vegetation,Herb",808.9405952
1389,NC1140,"7.C Herbaceous & Woody Developed Vegetation,Shrub",31.78577504
1390,NC1140,"7.C Herbaceous & Woody Developed Vegetation,Tree",31304.28625
1391,NC1140,"Developed-Low Intensity,Developed",1320.147814
1392,NC1140,"Developed-Roads,Developed",35011.45119
1393,NC1145,"1.B Temperate & Boreal Forest & Woodland,Tree",721072.1496
1394,NC1145,"2.B Temperate & Boreal Grassland & Shrubland,Herb",1800
1395,NC1145,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",2412.136951
1396,NC1145,"7.C Herbaceous & Woody Developed Vegetation,Herb",3579.617341
1397,NC1145,"7.C Herbaceous & Woody Developed Vegetation,Tree",28054.09867
1398,NC1145,"Developed-Low Intensity,Developed",112.5862549
1399,NC1145,"Developed-Roads,Developed",15511.89714
1400,NC1156,"1.B Temperate & Boreal Forest & Woodland,Tree",474808.7706
1401,NC1156,"2.B Temperate & Boreal Grassland & Shrubland,Herb",6268.461309
1402,NC1156,"2.C Shrub & Herb Wetland,Herb",10186.57403
1403,NC1156,"7.C Herbaceous & Woody Developed Vegetation,Herb",19542.58575
1404,NC1156,"7.C Herbaceous & Woody Developed Vegetation,Shrub",4053.381534
1405,NC1156,"7.C Herbaceous & Woody Developed Vegetation,Tree",133980.7092
1406,NC1156,"Developed-Low Intensity,Developed",30421.71936
1407,NC1156,"Developed-Medium Intensity,Developed",2378.956753
1408,NC1156,"Developed-Roads,Developed",40921.04267
1409,NC1156,"Open Water,Water",49980.28473
1410,NC1161,"1.B Temperate & Boreal Forest & Woodland,Tree",423121.0512
1411,NC1161,"2.B Temperate & Boreal Grassland & Shrubland,Herb",9000
1412,NC1161,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",3318.598938
1413,NC1161,"2.C Shrub & Herb Wetland,Herb",1800
1414,NC1161,"7.A Woody Agricultural Vegetation,Tree",7462.834479
1415,NC1161,"7.B Herbaceous Agricultural Vegetation,Herb",1214.868439
1416,NC1161,"7.C Herbaceous & Woody Developed Vegetation,Herb",85655.694
1417,NC1161,"7.C Herbaceous & Woody Developed Vegetation,Shrub",18619.325
1418,NC1161,"7.C Herbaceous & Woody Developed Vegetation,Tree",111657.3288
1419,NC1161,"Developed-High Intensity,Developed",8.635139194
1420,NC1161,"Developed-Low Intensity,Developed",49017.38647
1421,NC1161,"Developed-Medium Intensity,Developed",2316.632873
1422,NC1161,"Developed-Roads,Developed",59350.13063
1423,NC1168,"1.B Temperate & Boreal Forest & Woodland,Tree",419224.4648
1424,NC1168,"2.B Temperate & Boreal Grassland & Shrubland,Herb",4068.925106
1425,NC1168,"2.C Shrub & Herb Wetland,Herb",3600
1426,NC1168,"7.A Woody Agricultural Vegetation,Tree",4005.047552
1427,NC1168,"7.C Herbaceous & Woody Developed Vegetation,Herb",25848.45148
1428,NC1168,"7.C Herbaceous & Woody Developed Vegetation,Shrub",10321.66663
1429,NC1168,"7.C Herbaceous & Woody Developed Vegetation,Tree",143968.4389
1430,NC1168,"Developed-Low Intensity,Developed",41132.43885
1431,NC1168,"Developed-Medium Intensity,Developed",5076.342773
1432,NC1168,"Developed-Roads,Developed",80351.44153
1433,NC1168,"Open Water,Water",34945.26832
1434,NC1177,"1.B Temperate & Boreal Forest & Woodland,Tree",333045.0695
1435,NC1177,"2.B Temperate & Boreal Grassland & Shrubland,Herb",25370.98568
1436,NC1177,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",3196.712025
1437,NC1177,"7.A Woody Agricultural Vegetation,Tree",7520.230635
1438,NC1177,"7.B Herbaceous Agricultural Vegetation,Herb",900
1439,NC1177,"7.C Herbaceous & Woody Developed Vegetation,Herb",24710.92741
1440,NC1177,"7.C Herbaceous & Woody Developed Vegetation,Shrub",10002.41596
1441,NC1177,"7.C Herbaceous & Woody Developed Vegetation,Tree",232782.2869
1442,NC1177,"Developed-Low Intensity,Developed",12417.04638
1443,NC1177,"Developed-Roads,Developed",74867.06739
1444,NC1177,"Open Water,Water",46555.01069
1445,NC1177,Quarries-Strip Mines-Gravel Pits-Energy Developme*,1174.733347
1446,NC1184,"1.B Temperate & Boreal Forest & Woodland,Tree",437617.0705
1447,NC1184,"2.B Temperate & Boreal Grassland & Shrubland,Herb",2376.342774
1448,NC1184,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",1800
1449,NC1184,"2.C Shrub & Herb Wetland,Tree",1476.342773
1450,NC1184,"7.A Woody Agricultural Vegetation,Tree",6262.419408
1451,NC1184,"7.B Herbaceous Agricultural Vegetation,Herb",9262.435416
1452,NC1184,"7.C Herbaceous & Woody Developed Vegetation,Herb",53863.76331
1453,NC1184,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6332.080078
1454,NC1184,"7.C Herbaceous & Woody Developed Vegetation,Tree",87053.05415
1455,NC1184,"Developed-High Intensity,Developed",1800
1456,NC1184,"Developed-Low Intensity,Developed",78843.69413
1457,NC1184,"Developed-Medium Intensity,Developed",6324.554443
1458,NC1184,"Developed-Roads,Developed",79530.72893
1459,NC1193,"1.B Temperate & Boreal Forest & Woodland,Tree",534155.2245
1460,NC1193,"2.B Temperate & Boreal Grassland & Shrubland,Herb",11613.34841
1461,NC1193,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",4572.104645
1462,NC1193,"7.C Herbaceous & Woody Developed Vegetation,Herb",45044.49801
1463,NC1193,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6300
1464,NC1193,"7.C Herbaceous & Woody Developed Vegetation,Tree",84579.86467
1465,NC1193,"Developed-Low Intensity,Developed",24178.89633
1466,NC1193,"Developed-Medium Intensity,Developed",900
1467,NC1193,"Developed-Roads,Developed",37925.24495
1468,NC1193,"Open Water,Water",21059.7456
1469,NC1193,Quarries-Strip Mines-Gravel Pits-Energy Developme*,2213.55884
1470,OE1052,"1.B Temperate & Boreal Forest & Woodland,Tree",32858.93113
1471,OE1052,"2.B Temperate & Boreal Grassland & Shrubland,Herb",61716.88115
1472,OE1052,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",15260.81992
1473,OE1052,"2.C Shrub & Herb Wetland,Herb",4500
1474,OE1052,"7.A Woody Agricultural Vegetation,Tree",1800
1475,OE1052,"7.C Herbaceous & Woody Developed Vegetation,Herb",59853.2994
1476,OE1052,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6503.531195
1477,OE1052,"7.C Herbaceous & Woody Developed Vegetation,Tree",4958.425111
1478,OE1052,"Developed-High Intensity,Developed",56170.00817
1479,OE1052,"Developed-Low Intensity,Developed",154124.2516
1480,OE1052,"Developed-Medium Intensity,Developed",169628.3103
1481,OE1052,"Developed-Roads,Developed",135017.6513
1482,OE1052,"Open Water,Water",70150.37666
1483,OE1116,"1.B Temperate & Boreal Forest & Woodland,Tree",282512.5003
1484,OE1116,"2.B Temperate & Boreal Grassland & Shrubland,Herb",55667.58221
1485,OE1116,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",7767.218282
1486,OE1116,"2.C Shrub & Herb Wetland,Herb",9741.147086
1487,OE1116,"2.C Shrub & Herb Wetland,Shrub",900
1488,OE1116,"7.A Woody Agricultural Vegetation,Tree",9539.526945
1489,OE1116,"7.C Herbaceous & Woody Developed Vegetation,Herb",39521.6555
1490,OE1116,"7.C Herbaceous & Woody Developed Vegetation,Shrub",4106.553796
1491,OE1116,"7.C Herbaceous & Woody Developed Vegetation,Tree",52298.50739
1492,OE1116,"Developed-High Intensity,Developed",17960.36694
1493,OE1116,"Developed-Low Intensity,Developed",114166.1201
1494,OE1116,"Developed-Medium Intensity,Developed",80444.60812
1495,OE1116,"Open Water,Water",97916.69925
1496,OE1180,"1.B Temperate & Boreal Forest & Woodland,Tree",346674.2956
1497,OE1180,"2.B Temperate & Boreal Grassland & Shrubland,Herb",56861.19386
1498,OE1180,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",4445.358196
1499,OE1180,"2.C Shrub & Herb Wetland,Herb",10832.02515
1500,OE1180,"2.C Shrub & Herb Wetland,Shrub",900
1501,OE1180,"7.A Woody Agricultural Vegetation,Tree",9607.044129
1502,OE1180,"7.C Herbaceous & Woody Developed Vegetation,Herb",43668.01744
1503,OE1180,"7.C Herbaceous & Woody Developed Vegetation,Shrub",4248.566345
1504,OE1180,"7.C Herbaceous & Woody Developed Vegetation,Tree",42608.72846
1505,OE1180,"Developed-High Intensity,Developed",30041.15799
1506,OE1180,"Developed-Low Intensity,Developed",53577.86486
1507,OE1180,"Developed-Medium Intensity,Developed",74417.09168
1508,OE1180,"Developed-Roads,Developed",4316.098317
1509,OE1180,"Open Water,Water",86963.91598
1510,OE1180,Quarries-Strip Mines-Gravel Pits-Energy Developme*,3381.12791
1511,RR1010,"1.B Temperate & Boreal Forest & Woodland,Tree",77869.39535
1512,RR1010,"2.B Temperate & Boreal Grassland & Shrubland,Herb",2353.047109
1513,RR1010,"2.C Shrub & Herb Wetland,Herb",1800
1514,RR1010,"7.C Herbaceous & Woody Developed Vegetation,Herb",109764.7944
1515,RR1010,"7.C Herbaceous & Woody Developed Vegetation,Shrub",7047.819504
1516,RR1010,"7.C Herbaceous & Woody Developed Vegetation,Tree",352299.421
1517,RR1010,"Developed-High Intensity,Developed",900
1518,RR1010,"Developed-Low Intensity,Developed",62874.70362
1519,RR1010,"Developed-Medium Intensity,Developed",9576.342773
1520,RR1010,"Developed-Roads,Developed",96895.49609
1521,RR1010,"Open Water,Water",51161.46615
1522,RR1022,"1.B Temperate & Boreal Forest & Woodland,Tree",287155.0057
1523,RR1022,"2.B Temperate & Boreal Grassland & Shrubland,Herb",23101.93995
1524,RR1022,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",3055.682373
1525,RR1022,"2.C Shrub & Herb Wetland,Herb",8100
1526,RR1022,"7.A Woody Agricultural Vegetation,Tree",20155.68237
1527,RR1022,"7.C Herbaceous & Woody Developed Vegetation,Herb",73709.01649
1528,RR1022,"7.C Herbaceous & Woody Developed Vegetation,Shrub",4176.342774
1529,RR1022,"7.C Herbaceous & Woody Developed Vegetation,Tree",34642.89045
1530,RR1022,"Developed-High Intensity,Developed",3600
1531,RR1022,"Developed-Low Intensity,Developed",60952.36983
1532,RR1022,"Developed-Medium Intensity,Developed",29011.87201
1533,RR1022,"Developed-Roads,Developed",162115.7655
1534,RR1022,"Open Water,Water",62765.91849
1535,RR1026,"1.B Temperate & Boreal Forest & Woodland,Tree",385017.5258
1536,RR1026,"2.B Temperate & Boreal Grassland & Shrubland,Herb",29124.78896
1537,RR1026,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",11700
1538,RR1026,"2.C Shrub & Herb Wetland,Herb",5545.953369
1539,RR1026,"7.A Woody Agricultural Vegetation,Tree",31578.04157
1540,RR1026,"7.B Herbaceous Agricultural Vegetation,Agriculture",899.9999999
1541,RR1026,"7.C Herbaceous & Woody Developed Vegetation,Herb",86641.88019
1542,RR1026,"7.C Herbaceous & Woody Developed Vegetation,Shrub",3107.340933
1543,RR1026,"7.C Herbaceous & Woody Developed Vegetation,Tree",87862.64622
1544,RR1026,"Developed-Low Intensity,Developed",26256.87815
1545,RR1026,"Developed-Medium Intensity,Developed",2071.073998
1546,RR1026,"Developed-Roads,Developed",62622.97479
1547,RR1026,"Open Water,Water",40113.38193
1548,RR1030,"1.B Temperate & Boreal Forest & Woodland,Tree",205194.5717
1549,RR1030,"2.B Temperate & Boreal Grassland & Shrubland,Herb",11952.68555
1550,RR1030,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",7161.38348
1551,RR1030,"2.C Shrub & Herb Wetland,Herb",5400
1552,RR1030,"7.A Woody Agricultural Vegetation,Tree",8100
1553,RR1030,"7.C Herbaceous & Woody Developed Vegetation,Herb",192907.3758
1554,RR1030,"7.C Herbaceous & Woody Developed Vegetation,Shrub",11356.80962
1555,RR1030,"7.C Herbaceous & Woody Developed Vegetation,Tree",68213.83271
1556,RR1030,"Developed-High Intensity,Developed",13910.55908
1557,RR1030,"Developed-Low Intensity,Developed",60645.64661
1558,RR1030,"Developed-Medium Intensity,Developed",32947.11422
1559,RR1030,"Developed-Roads,Developed",109149.2547
1560,RR1030,"Open Water,Water",45603.25248
1561,RR1038,"1.B Temperate & Boreal Forest & Woodland,Tree",181412.5447
1562,RR1038,"2.B Temperate & Boreal Grassland & Shrubland,Herb",9555.9353
1563,RR1038,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",1800.026413
1564,RR1038,"2.C Shrub & Herb Wetland,Herb",531.6018922
1565,RR1038,"7.A Woody Agricultural Vegetation,Tree",5400
1566,RR1038,"7.C Herbaceous & Woody Developed Vegetation,Herb",24157.903
1567,RR1038,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6509.780238
1568,RR1038,"7.C Herbaceous & Woody Developed Vegetation,Tree",112197.873
1569,RR1038,"Developed-High Intensity,Developed",61042.50178
1570,RR1038,"Developed-Low Intensity,Developed",81911.74738
1571,RR1038,"Developed-Medium Intensity,Developed",90839.20044
1572,RR1038,"Developed-Roads,Developed",161496.5869
1573,RR1038,"Open Water,Water",35686.78493
1574,RR1042,"1.B Temperate & Boreal Forest & Woodland,Tree",272978.3243
1575,RR1042,"2.B Temperate & Boreal Grassland & Shrubland,Herb",4668.434223
1576,RR1042,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",2316.331571
1577,RR1042,"2.C Shrub & Herb Wetland,Herb",1800
1578,RR1042,"7.B Herbaceous Agricultural Vegetation,Herb",159.9230427
1579,RR1042,"7.C Herbaceous & Woody Developed Vegetation,Herb",73661.29178
1580,RR1042,"7.C Herbaceous & Woody Developed Vegetation,Shrub",8521.81179
1581,RR1042,"7.C Herbaceous & Woody Developed Vegetation,Tree",62617.92386
1582,RR1042,"Developed-Low Intensity,Developed",129211.3467
1583,RR1042,"Developed-Medium Intensity,Developed",2678.277496
1584,RR1042,"Developed-Roads,Developed",182949.2118
1585,RR1042,"Open Water,Water",30979.60936
1586,RR1054,"1.B Temperate & Boreal Forest & Woodland,Tree",286992.2814
